order_id,order_line_id,order_number,customer_id,product_id,order_date,requested_ship_date,order_status,order_channel,quantity,unit_price,discount_pct,tax_amount,ship_from_location_id,ship_to_location_id,currency_code,sales_rep,created_at,updated_at,_loaded_at,_source_system
ORD00098,OL000199,SO-20240098,CUST0023,PROD0064,2024-10-25,2024-10-31,SHIPPED,WEB,37,104.2477,0,241.0728,LOC0004,LOC0063,USD,L. Chen,2024-10-25 00:00:00,2024-10-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00099,OL000200,SO-20240099,CUST0024,PROD0002,2024-10-28,2024-11-05,CLOSED,EDI,16,93.4186,0,93.4186,LOC0006,LOC0051,USD,R. Brooks,2024-10-28 00:00:00,2024-10-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00100,OL000201,SO-20240100,CUST0025,PROD0095,2024-10-31,2024-11-05,CLOSED,SALES_REP,42,19.201,0,50.4026,LOC0011,LOC0066,USD,A. Patel,2024-10-31 00:00:00,2024-11-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00100,OL000202,SO-20240100,CUST0025,PROD0074,2024-10-31,2024-11-04,CLOSED,EDI,24,165.1285,0,247.6927,LOC0017,LOC0051,USD,S. Nguyen,2024-10-31 00:00:00,2024-11-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00100,OL000203,SO-20240100,CUST0025,PROD0009,2024-10-31,2024-11-07,CLOSED,WEB,30,53.655,0,100.6031,LOC0018,LOC0078,USD,A. Patel,2024-10-31 00:00:00,2024-11-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00101,OL000204,SO-20240101,CUST0026,PROD0073,2024-11-03,2024-11-12,SHIPPED,PHONE,20,9.1304,0,11.413,LOC0016,LOC0061,USD,L. Chen,2024-11-03 00:00:00,2024-11-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00101,OL000205,SO-20240101,CUST0026,PROD0070,2024-11-03,2024-11-05,SHIPPED,EDI,16,114.6125,0.05,108.8819,LOC0018,LOC0071,USD,L. Chen,2024-11-03 00:00:00,2024-11-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00102,OL000206,SO-20240102,CUST0027,PROD0043,2024-11-06,2024-11-12,CLOSED,WEB,1,67.9488,0.05,4.0345,LOC0007,LOC0064,USD,S. Nguyen,2024-11-06 00:00:00,2024-11-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00103,OL000207,SO-20240103,CUST0028,PROD0019,2024-11-09,2024-11-14,SHIPPED,MARKETPLACE,46,85.5316,0,245.9033,LOC0014,LOC0072,USD,S. Nguyen,2024-11-09 00:00:00,2024-11-11 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00104,OL000208,SO-20240104,CUST0029,PROD0075,2024-11-12,2024-11-15,DRAFT,MARKETPLACE,7,27.9662,0.05,11.6235,LOC0002,LOC0076,USD,L. Chen,2024-11-12 00:00:00,2024-11-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00105,OL000209,SO-20240105,CUST0030,PROD0038,2024-11-15,2024-11-22,DRAFT,PHONE,17,110.8756,0.05,111.9151,LOC0015,LOC0066,USD,J. Kim,2024-11-15 00:00:00,2024-11-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00106,OL000210,SO-20240106,CUST0031,PROD0018,2024-11-18,2024-11-22,OPEN,SALES_REP,38,54.687,0,129.8816,LOC0015,LOC0069,USD,S. Nguyen,2024-11-18 00:00:00,2024-11-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00107,OL000211,SO-20240107,CUST0032,PROD0099,2024-11-21,2024-11-27,PARTIAL,WEB,14,70.7899,0.05,58.8441,LOC0003,LOC0059,USD,L. Chen,2024-11-21 00:00:00,2024-11-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00107,OL000212,SO-20240107,CUST0032,PROD0039,2024-11-21,2024-11-26,PARTIAL,PHONE,46,128.6557,0,369.8851,LOC0005,LOC0054,USD,L. Chen,2024-11-21 00:00:00,2024-11-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00108,OL000213,SO-20240108,CUST0033,PROD0051,2024-11-24,2024-11-30,PARTIAL,EDI,33,22.1169,0,45.6161,LOC0001,LOC0074,USD,S. Nguyen,2024-11-24 00:00:00,2024-11-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00108,OL000214,SO-20240108,CUST0033,PROD0072,2024-11-24,2024-12-03,PARTIAL,WEB,48,93.3139,0,279.9417,LOC0005,LOC0056,USD,A. Patel,2024-11-24 00:00:00,2024-11-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00109,OL000215,SO-20240109,CUST0034,PROD0017,2024-11-27,2024-11-30,OPEN,MARKETPLACE,13,23.49,0,19.0856,LOC0009,LOC0053,USD,A. Patel,2024-11-27 00:00:00,2024-11-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00110,OL000216,SO-20240110,CUST0035,PROD0083,2024-11-30,2024-12-07,DRAFT,WEB,29,114.0122,0,206.6471,LOC0002,LOC0078,USD,A. Patel,2024-11-30 00:00:00,2024-12-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00111,OL000217,SO-20240111,CUST0036,PROD0056,2024-12-03,2024-12-11,PARTIAL,SALES_REP,47,154.2579,0,453.1326,LOC0006,LOC0071,USD,J. Kim,2024-12-03 00:00:00,2024-12-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00111,OL000218,SO-20240111,CUST0036,PROD0024,2024-12-03,2024-12-05,PARTIAL,MARKETPLACE,18,81.1685,0,91.3146,LOC0008,LOC0067,USD,S. Nguyen,2024-12-03 00:00:00,2024-12-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00111,OL000219,SO-20240111,CUST0036,PROD0053,2024-12-03,2024-12-09,PARTIAL,SALES_REP,36,19.3995,0,43.6489,LOC0005,LOC0075,USD,J. Kim,2024-12-03 00:00:00,2024-12-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00112,OL000220,SO-20240112,CUST0037,PROD0032,2024-12-06,2024-12-08,CLOSED,SALES_REP,41,26.6182,0.1,61.3882,LOC0012,LOC0079,USD,R. Brooks,2024-12-06 00:00:00,2024-12-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00112,OL000221,SO-20240112,CUST0037,PROD0063,2024-12-06,2024-12-13,CLOSED,SALES_REP,23,31.9819,0.1,41.3766,LOC0009,LOC0060,USD,A. Patel,2024-12-06 00:00:00,2024-12-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00112,OL000222,SO-20240112,CUST0037,PROD0041,2024-12-06,2024-12-08,CLOSED,SALES_REP,39,65.2905,0,159.1456,LOC0017,LOC0071,USD,R. Brooks,2024-12-06 00:00:00,2024-12-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00113,OL000223,SO-20240113,CUST0038,PROD0013,2024-12-09,2024-12-19,DRAFT,WEB,16,101.2769,0,101.2769,LOC0008,LOC0073,USD,M. Torres,2024-12-09 00:00:00,2024-12-11 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00114,OL000224,SO-20240114,CUST0039,PROD0023,2024-12-12,2024-12-14,CANCELLED,PHONE,16,90.5691,0,90.5691,LOC0005,LOC0061,USD,S. Nguyen,2024-12-12 00:00:00,2024-12-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00115,OL000225,SO-20240115,CUST0040,PROD0063,2024-12-15,2024-12-20,CLOSED,WEB,3,27.9842,0,5.247,LOC0017,LOC0079,USD,A. Patel,2024-12-15 00:00:00,2024-12-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00116,OL000226,SO-20240116,CUST0041,PROD0026,2024-12-18,2024-12-25,SHIPPED,WEB,9,84.9973,0,47.811,LOC0001,LOC0058,USD,R. Brooks,2024-12-18 00:00:00,2024-12-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00116,OL000227,SO-20240116,CUST0041,PROD0091,2024-12-18,2024-12-25,SHIPPED,WEB,10,107.4035,0.1,60.4145,LOC0012,LOC0074,USD,R. Brooks,2024-12-18 00:00:00,2024-12-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00116,OL000228,SO-20240116,CUST0041,PROD0013,2024-12-18,2024-12-22,SHIPPED,SALES_REP,22,95.5897,0,131.4358,LOC0016,LOC0069,USD,J. Kim,2024-12-18 00:00:00,2024-12-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00117,OL000229,SO-20240117,CUST0042,PROD0089,2024-12-21,2024-12-25,CLOSED,SALES_REP,40,171.8957,0,429.7393,LOC0010,LOC0067,USD,J. Kim,2024-12-21 00:00:00,2024-12-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00117,OL000230,SO-20240117,CUST0042,PROD0023,2024-12-21,2024-12-29,CLOSED,MARKETPLACE,47,82.0215,0.1,216.8443,LOC0002,LOC0060,USD,R. Brooks,2024-12-21 00:00:00,2024-12-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00117,OL000231,SO-20240117,CUST0042,PROD0041,2024-12-21,2024-12-24,CLOSED,SALES_REP,40,65.3113,0.1,146.9504,LOC0005,LOC0070,USD,L. Chen,2024-12-21 00:00:00,2024-12-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00118,OL000232,SO-20240118,CUST0043,PROD0041,2024-12-24,2024-12-31,OPEN,SALES_REP,11,69.9182,0,48.0688,LOC0001,LOC0065,USD,J. Kim,2024-12-24 00:00:00,2024-12-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00118,OL000233,SO-20240118,CUST0043,PROD0032,2024-12-24,2024-12-27,OPEN,WEB,45,22.9165,0,64.4527,LOC0002,LOC0073,USD,S. Nguyen,2024-12-24 00:00:00,2024-12-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00119,OL000234,SO-20240119,CUST0044,PROD0053,2024-12-27,2025-01-06,CLOSED,SALES_REP,32,20.6708,0,41.3416,LOC0004,LOC0079,USD,R. Brooks,2024-12-27 00:00:00,2024-12-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00120,OL000235,SO-20240120,CUST0045,PROD0029,2024-12-30,2025-01-05,CLOSED,WEB,11,84.5784,0,58.1476,LOC0011,LOC0065,USD,A. Patel,2024-12-30 00:00:00,2025-01-01 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00120,OL000236,SO-20240120,CUST0045,PROD0010,2024-12-30,2025-01-03,CLOSED,WEB,22,37.2808,0.05,48.698,LOC0018,LOC0054,USD,M. Torres,2024-12-30 00:00:00,2025-01-01 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00120,OL000237,SO-20240120,CUST0045,PROD0077,2024-12-30,2025-01-07,CLOSED,EDI,40,83.8074,0,209.5185,LOC0014,LOC0059,USD,A. Patel,2024-12-30 00:00:00,2025-01-01 00:00:00,2025-09-20 06:00:00,NETSUITE
